"bskyUsername","bskyPostHash","action","author","handle","text","timestamp"
"anagha00@umd.edu","354049e5-441e-50e9-b4fc-7c50463df0e4","New Post","NBC News","nbcnews.com","""Imports account for more than 90% of the shrimp consumed in the U.S.\n\nLocal shrimpers say this forces them to slash their prices to stay competitive, making them more eager for tariffs. nbcnews.to/3DVX04V ""","2025-04-04T18:00:05Z"
"anagha00@umd.edu","35aef3d5-a958-5f85-a210-a067d1e21235","New Post","NBC News","nbcnews.com","""NEW: President Trump says he is not looking to pause his tariffs before they go into effect on April 9, despite turmoil in the stock market and global economic fears.\n\n“We’re not looking at that,” Trump says.""","2025-04-07T20:35:13Z"
"anagha00@umd.edu","3683251e-5d3f-5d78-8394-84f734687b17","New Post","NBC News","nbcnews.com","""A deal President Trump touted as a victory in his campaign to “take back” the Panama Canal is facing pushback from Beijing, which has rebuked the proposal to sell two ports run by a Hong Kong conglomerate to a U.S.-led consortium.""","2025-04-08T17:45:05Z"
"anagha00@umd.edu","378ba671-5ddd-59b1-b595-d307a70e001e","Reposted by @nbcnews.com","NBC Select","nbcselect.nbcnews.com","Now's the time to stock up for all your spring home projects.","2025-04-03T13:58:55.946Z"
"anagha00@umd.edu","3797504b-b083-5cb1-aeca-50189f84c867","New Post","NBC News","nbcnews.com","Andry Hernandez Romero was deported to El Salvador based on the government's contention that his tattoos linked him to a Venezuelan gang. Friends and family say the tattoos are merely a symbol of his love for his hometown's Three Kings Day festival.","2025-04-08T04:20:05Z"
"anagha00@umd.edu","37a19b0c-f10d-5b15-9620-c05507a9dec2","New Post","NBC News","nbcnews.com","""President Donald Trump said Monday the U.S. will hold direct talks with Iran about its nuclear program, while warning the Iranians they would be in “great danger” if the talks don’t succeed in persuading them to abandon their nuclear weapons program.""","2025-04-08T03:45:05Z"
"anagha00@umd.edu","37d0943c-9943-5c7f-97f4-a91acbcb07a0","New Post","NBC News","nbcnews.com","The Republican-led Senate voted 52-48 on Thursday to begin debate on a budget blueprint for a multitrillion-dollar package to pass President Donald Trump’s agenda.","2025-04-04T00:15:05Z"
"anagha00@umd.edu","3813adb4-f8f5-5e2a-a421-5e30db18cef2","New Post","NBC News","nbcnews.com","""Sec. of State Rubio and the Trump administration’s new envoy to NATO are seeking to reassure wary NATO allies of the U.S. commitment to the alliance. ""","2025-04-03T14:57:05Z"
"anagha00@umd.edu","38ae38fa-e918-5a3a-a2d0-7a47c251c3e9","New Post","NBC News","nbcnews.com","""The mother and children detained by immigration authorities about two weeks ago in the small New York village where President Donald Trump's border czar, Tom Homan, lives have been released.""","2025-04-08T03:30:07Z"
"anagha00@umd.edu","38e3cc81-775f-5578-b7f9-369bf3ac7b99","New Post","NBC News","nbcnews.com","""DEVELOPING: Millions threatened with dangerous weather from northeast Texas to Michigan. ""","2025-04-03T11:50:42Z"
"anagha00@umd.edu","39d7c999-2935-53a7-891f-eca5103fbff6","New Post","NBC News","nbcnews.com","Olivia Munn is making her acting comeback after recovering from breast cancer and welcoming a new baby.","2025-04-03T16:45:05Z"
"anagha00@umd.edu","39e34dbd-8d2f-5ef1-ab83-11082252b7dd","Reposted by @scifri.bsky.social","Rumman Chowdhury","ruchowdh.bsky.social","""My *third* time on @scifri.bsky.social but first time recording in the NYC studio! Hear me and @willdouglasheaven.bsky.social bring AGI conversations to reality and talk about the issues that really matter, like who controls the power behind AI.""","2025-04-05T12:12:47.106Z"
"anagha00@umd.edu","39ea1145-38e3-5bf5-935e-c00d28de70ee","New Post","NBC News","nbcnews.com","""South Carolina will attempt to become college basketball’s first repeat national champion since 2016 when the NCAA women’s Final Four begins Friday in Tampa. ""","2025-04-04T11:03:17Z"
"anagha00@umd.edu","3a0d8404-1578-507f-992d-75c6ffb88707","New Post","NBC News","nbcnews.com","""Britain's charity watchdog says that it was launching an investigation into Sentebale, the charity Prince Harry set up in memory of his mother, Princess Diana.""","2025-04-03T15:15:05Z"
"anagha00@umd.edu","3a53aafc-bad2-5da7-8995-252fecf2e39e","New Post","NBC News","nbcnews.com","Live updates: The South Carolina Gamecocks will look to become the first team since 2016 to repeat as champions.\n\nUConn has a record 11 national championships.","2025-04-06T18:30:07Z"
"anagha00@umd.edu","3ae886b7-42a4-57c1-96d9-e2fd4a77b7d3","New Post","NBC News","nbcnews.com","Tennessee’s workplace safety agency has absolved a plastics plant of responsibility in the deaths of six workers who were swept away by floodwaters from Hurricane Helene.","2025-04-03T21:30:06Z"
"anagha00@umd.edu","3b8ea4b2-ec7c-5c73-8fb7-3006419742be","New Post","NBC News","nbcnews.com","""JUST IN: North Carolina Supreme Court temporarily blocks a lower court’s ruling that would have required that more than 65,000 votes cast in the disputed 2024 state Supreme Court race be recounted and verified.""","2025-04-07T20:54:41Z"
"anagha00@umd.edu","3c0fe758-379c-541f-9383-5765e1524254","New Post","feminist next door","emrazz.bsky.social","“Let them eat cake”","2025-04-06T00:30:23.546Z"
"anagha00@umd.edu","3c7caeb4-fb34-5faa-abd7-84d5246294ff","Reposted by @nbcnews.com","NBC Select","nbcselect.nbcnews.com","Stock up on new shoes for the warm weather.","2025-04-04T17:23:22.685Z"
"anagha00@umd.edu","3c9ba55c-d1c9-5808-8bf7-28e0141447ad","New Post","NBC News","nbcnews.com","""While shrimpers want higher tariffs, others in the seafood industry have opposed them.\n\nMaine’s governor has raised concerns about retaliation from Canada.\n\nThe National Fisheries Institute says seafood tariffs could cause inflation. nbcnews.to/3RuiQ2i""","2025-04-04T18:22:20.033Z"
"anagha00@umd.edu","3cc30c98-e9fc-54d0-aec8-99a2b88f01a7","New Post","NBC News","nbcnews.com","The U.S. Office of Personnel Management has used a decommissioned limestone mine to provide a naturally climate-controlled site for the federal government to process and store decades of retirement records — a system DOGE has called out as inefficient.","2025-04-08T00:15:05Z"
"anagha00@umd.edu","3dced0bd-1b8d-5529-9c44-8f1f7068685f","New Post","BBC Newsnight","bbcnewsnight.bsky.social","""“Even if we are relatively unaffected by comparison to other countries, the truth is there is no getting away from this.”\n\nLewis Goodall, co-presenter of The News Agents, says tariffs implemented by Donald Trump are a “massive moment in the global economic order”.\n \n#Newsnight""","2025-04-03T11:19:49.878Z"
"anagha00@umd.edu","3f26b7b2-7440-5c91-96ab-55938aec96ac","New Post","NBC News","nbcnews.com","""A New Jersey mother who drowned her two children last year for """"religious reasons"""" was found not guilty by reason of insanity, a court rules.""","2025-04-03T22:00:06Z"
"anagha00@umd.edu","3f7e2115-d7ee-5f09-9e00-1264f9d864f9","New Post","NBC News","nbcnews.com","A federal judge is scheduled to hold a hearing Friday in the case of a man the Trump administration admitted it accidentally sent to a notorious megajail in El Salvador.","2025-04-04T14:45:05Z"
"anagha00@umd.edu","3fe06354-3808-5c23-9fc5-cc8b252fd270","New Post","feminist next door","emrazz.bsky.social","""I just… I’m not stunned that most people lack niche, complex, global financial literacy - that’s fine no one expects that - but it’s fucking malpractice that half our media is hiding it and the other half shows absolutely no interest in helping people understand it, or how dire this situation is.""","2025-04-08T02:19:37.698Z"
"anagha00@umd.edu","40d2dea2-e1fb-5117-a9cd-9781c9c947a6","Reposted by @nbcnews.com","Sahil Kapur","sahilkapur.bsky.social","NEW: GOP concerns about tax cut strategy and Medicaid loom over Senate budget\n\nA brief delay before a key vote Thursday points to the hurdles Republicans will encounter as they write the bill.\n\nwww.nbcnews.com/politics/con...","2025-04-04T16:00:09.502Z"
"anagha00@umd.edu","412fad89-830d-5faa-b229-b828108a768f","New Post","NBC News","nbcnews.com","BREAKING: Capitals star Alexander Ovechkin breaks Wayne Gretzky's record for most goals in NHL history. nbcnews.to/4iWlcTI","2025-04-06T17:59:41Z"
"anagha00@umd.edu","417c8324-05ac-5764-a2fb-25dc7174a887","New Post","NBC News","nbcnews.com","""After the new design erupted into the public's attention last weekend, there was an instant surge of interest. \n\n“There are 1,500 preorders for a bat that doesn’t exist,"""" one exec said.""","2025-04-04T10:04:05Z"
"anagha00@umd.edu","41a7d6bf-00de-5c57-a74d-e320d709166f","New Post","NBC News","nbcnews.com","""Former Biden administration Health Secretary Xavier Becerra enters the race to become California’s next governor, a contest that could be dramatically reshaped if former VP Harris becomes a candidate.""","2025-04-03T13:45:07Z"
"anagha00@umd.edu","41ceb5eb-3e34-5246-9062-05ff59183826","New Post","feminist next door","emrazz.bsky.social","Republicans in Congress could make all of this stop. They have voluntarily ceded their constitutional authority over tariff policy. Trump is operating under emergency powers. They could stop this today. All of it.","2025-04-05T01:33:01.833Z"
"anagha00@umd.edu","424dfa27-8ee7-5777-80e8-3dc310a43728","New Post","NBC News","nbcnews.com","BREAKING: The Florida Gators defeat the Houston Cougars to win their first men's basketball national championship since 2007. nbcnews.to/44jMkHV","2025-04-08T03:39:20Z"
"anagha00@umd.edu","427e15be-ca71-5d56-b65a-bc4c133615d7","New Post","Pop Base","popbase.tv","KISS OF LIFE issue an apology regarding racial stereotypes portrayed in a recent livestream.","2025-04-05T18:15:10.581Z"
"anagha00@umd.edu","4313f878-def2-5036-a098-1bb7968169c0","New Post","NBC News","nbcnews.com","""A deadly multiday storm system that unleashed tornadoes and heavy rainfall will continue to batter the Midwest and the mid-South, in what forecasters describe as a """"catastrophic and potentially historic flash flood event.""""""","2025-04-04T15:15:05Z"
"anagha00@umd.edu","4321ba95-140a-592f-8b39-431adc5e4e94","New Post","NBC News","nbcnews.com","""Search teams pulled more bodies from the ruins of buildings on Friday, a week after a massive earthquake rocked Myanmar killing more than 3,100 people, as the focus turns toward the urgent humanitarian needs in a country that was already devastated by civil war. ""","2025-04-04T09:24:52Z"
"anagha00@umd.edu","432ca479-ef31-56ba-90dd-793e18b0546d","New Post","BBC Newsnight","bbcnewsnight.bsky.social","“Is there a point where Sir Keir Starmer starts to look timid in the face of President Trump?”\n\n“I think that’s a total misreading of the situation.”\n\n@vicderbyshire.bsky.social asks Business and Trade Secretary Jonathan Reynolds MP about potential retaliatory tariffs to the US.\n\n#Newsnight","2025-04-08T13:00:41.696Z"
"anagha00@umd.edu","43b524c1-758d-5fe8-9974-58d9c8ad71ed","New Post","NBC News","nbcnews.com","""Elon Musk breaks with the president's decision to impose expansive tariffs on most foreign nations, saying that he hopes to see a """"zero tariff situation"""" between the United States and Europe.""","2025-04-06T17:30:06Z"
"anagha00@umd.edu","43d7f6f8-39b0-5c61-a213-094f084a68dc","New Post","NBC News","nbcnews.com","""Director Paul Schrader has been accused of reneging on a settlement with his former assistant over claims he sexually assaulting and harassed her for years, according to civil court documents. ""","2025-04-07T04:20:06Z"
"anagha00@umd.edu","46de23ac-22fa-587b-b64e-468b059221d4","New Post","""Science Friday ""","scifri.bsky.social","""Tech companies are racing to develop artificial general intelligence, or AGI, that could match or surpass human abilities. @willdouglasheaven.bsky.social and @ruchowdh.bsky.social join us to discuss AGI and its potential impacts on society.""","2025-04-04T19:07:03.870Z"
"anagha00@umd.edu","46eb7f39-308c-55a9-bd84-759b031f64fe","Reposted by @anagha00.bsky.social","Stephen King","stephenking.bsky.social","""At one of his frequent press conferences (because he loves being on TV), I'd love it if some reporter piped up with, """"What do you say to people who call you a know-nothing narcissistic asshole, Mr. President?""""""","2025-04-03T11:43:13.002Z"
"anagha00@umd.edu","4730225b-0887-5b50-ba30-cb0c2f9ec231","Reposted by @nbcnews.com","Sahil Kapur","sahilkapur.bsky.social","Senators Chuck Grassley (R) and Maria Cantwell (D) just introduced a bill to reassert Congress’s power over tariffs.\n\n—President must notify Congress on new tariffs within 48 hours of imposition.\n\n—Congress must approve them within 60 days or they expire.\n\nwww.cantwell.senate.gov/imo/media/do...","2025-04-03T14:45:48.674Z"
"anagha00@umd.edu","476412f1-f52f-5eb9-9161-a6dbc40c9e0c","Reposted by @emrazz.bsky.social","Tim Onion","bencollins.bsky.social","Wow that’s a lot of paid protestors. Maybe we shouldn’t listen to any fucking idiot who says shit like that about anything ever again?","2025-04-05T20:55:12.835Z"
"anagha00@umd.edu","47754023-cd04-5972-aa99-46acef92b9ba","Reposted by @emrazz.bsky.social","RedPlanetJanet","redplanetjanet.bsky.social","Thousands showed up in Augusta today to say #handsoff !!!","2025-04-05T16:55:47.295Z"
"anagha00@umd.edu","47ca8508-1f25-5b0e-a7c0-39cb23865933","Reposted by @emrazz.bsky.social","""Congresswoman Jasmine Crockett ""","repjasmine.bsky.social","""apnews.com/article/trum...\n\nTrump’s out here swinging golf clubs while folks are in the streets fighting back. Voter suppression, wild tariffs, & straight-up disrespect for democracy—Folks are fed up, Trump & Elon. #HandsOff""","2025-04-05T21:11:11.837Z"
"anagha00@umd.edu","486d85d1-9d03-5712-a8e8-0dbb3a51594e","Reposted by @emrazz.bsky.social","Asha Rangappa","asharangappa.bsky.social","""New Haven, CT! #HandsOff""","2025-04-05T17:56:44.366Z"
"anagha00@umd.edu","4880b7d7-57d3-5b36-88c1-b878cf56d98f","New Post","NBC News","nbcnews.com","""A man who says he was """"angry with pharmacies"""" is accused of fatally shooting a Walgreens employee after opening fire inside a California store Monday night.""","2025-04-04T23:30:07Z"
"anagha00@umd.edu","48b9fbb2-cb89-5f27-b1d0-5141302bbc18","Reposted by @emrazz.bsky.social","Secretary of Defense Rock","sodrock.bsky.social","Wall Street bets discord is so goddamn funny right now","2025-04-04T12:47:35.200Z"
"anagha00@umd.edu","48d9f1e7-dd71-5396-8ab9-5ebc86ab2675","New Post","NBC News","nbcnews.com","""Michigan Republican Rep. John James is running for governor, he announces, as as one of the most pivotal elections on the ballot in 2026 continues to draw big-name politicians.""","2025-04-07T21:45:06Z"
"anagha00@umd.edu","497c32e5-0361-54e5-a457-1834c2ef52f5","New Post","Pop Base","popbase.tv","Today is International Carrot Day.","2025-04-04T13:48:08.194Z"
"anagha00@umd.edu","4992128e-69e8-5502-a5b8-9a30c114664e","New Post","""Science Friday ""","scifri.bsky.social","""In today’s episode, we discuss the repercussions of the layoffs of 10,000 federal health workers and other top science news of the week.\n\nListen here 🎧: pod.link/73329284/epi...""","2025-04-04T22:37:02.434Z"
"anagha00@umd.edu","4b200f27-c950-5b91-a1ca-330cd4ddabba","New Post","NBC News","nbcnews.com","""A pro-Palestinian protester interrupts a live presentation by Microsoft AI CEO Mustafa Suleyman, accusing the tech company of selling AI technology to Israeli military forces.  ""","2025-04-04T20:45:05Z"
"anagha00@umd.edu","4bab6511-abff-59b3-aff5-0e484866f8b0","Reposted by @nbcnews.com","NBC Select","nbcselect.nbcnews.com","We rounded up the special offers members can expect to see during the sale.","2025-04-08T19:21:15.956Z"
"anagha00@umd.edu","4c021aca-513b-56bb-bd7a-e02b4c79a363","New Post","""Science Friday ""","scifri.bsky.social","""Thousands of federal health workers woke up on April 1 to find they had been fired or laid off. Scientists and civil servants at the FDA, CDC, and NIH were let go as part of Robert F. Kennedy Jr.'s pledge to cut jobs at the country’s most important disease-fighting agencies.""","2025-04-07T17:42:00.263Z"
"anagha00@umd.edu","4c074064-0643-5aca-94a9-9e7480024ac2","Reposted by @emrazz.bsky.social","Mor Naaman","informor.bsky.social","I have never seen anything like this in NYC. 5th Ave covered from 42nd St well to the 20s. Nobody prepared for this volume. Volunteers are holding the traffic on all the side streets. No police in sight. #handsoff","2025-04-05T18:33:30.536Z"
"anagha00@umd.edu","4d60d272-7386-5bea-ac6d-2a1e8cf1a8ef","Reposted by @emrazz.bsky.social","Andrew Lawrence","ndrew.bsky.social","dow -2200\n\nfox news:","2025-04-04T20:06:19.287Z"
"anagha00@umd.edu","4dadd73c-b866-566e-be9b-b847ce643b55","New Post","""Science Friday ""","scifri.bsky.social","Are your allergies particularly bad this year? Climate change is making things worse.\n\nDr. Neeta Ogden joins us to take listener questions and share the best methods for treating seasonal allergies.","2025-04-04T18:40:07.020Z"
"anagha00@umd.edu","4dc5c4f0-3990-57d4-9d58-dbd185f7d6a5","New Post","NBC News","nbcnews.com","""BREAKING: A federal judge orders the Trump administration to return a man after he was accidentally sent to a notorious megajail in El Salvador, despite being a protected legal resident of the U.S.\nnbcnews.to/4cjywis""","2025-04-04T19:24:51Z"
"anagha00@umd.edu","4e9c1656-f526-5ceb-9a22-e2f64fa62552","Reposted by @emrazz.bsky.social","Will Bunch","willbunch.bsky.social","""March saw the third-highest number of layoffs in U.S. history, and 80% of them were caused by DOGE\n\nThis was before the tariffs\n\nIt's just...unbelievable""","2025-04-03T11:44:00.870Z"
"anagha00@umd.edu","4ea70968-231e-5fb5-8251-2d19c6d4c858","New Post","NBC News","nbcnews.com","Major figures in the business world have spent the last 48 hours sounding alarms about the economic consequences of President Trump’s trade war — some even reversing their previous supportive stances.","2025-04-07T17:45:06Z"
"anagha00@umd.edu","4ebd0208-8328-5d69-8c44-ec50939c0967","Reposted by @emrazz.bsky.social","Data Bear 🏳️‍🌈","dataandpolitics.bsky.social","","2025-04-07T06:48:21.073Z"
"anagha00@umd.edu","4efd0d42-f15f-528a-b833-044122e000a0","New Post","NBC News","nbcnews.com","""Even as the president, administration officials and key allies say he will not back down from his tariff plan, they are looking for ways to ease the concerns of wary supporters.""","2025-04-08T02:15:05Z"
"anagha00@umd.edu","4f58735a-3ced-52e9-95fc-bb1f4c7392e0","Reposted by @emrazz.bsky.social","Anne Applebaum","anneapplebaum.bsky.social","""The @financialtimes.com is not mincing words \n\n""""America’s astonishing act of self-harm""""  \non.ft.com/3YjtOLV""","2025-04-04T08:29:15.769Z"
"anagha00@umd.edu","4f835503-becd-51dd-98d5-ca7b3eb1dadb","New Post","NBC News","nbcnews.com","""World stock markets and oil prices tumbled and investors dashed to the relative safety of bonds, gold and the yen Thursday, as President Trump’s drastic U.S. trade tariffs stirred widespread fears of a global recession. ""","2025-04-03T09:27:04Z"
"anagha00@umd.edu","4f99ca66-814f-5788-a3cd-c2ab039d0928","New Post","NBC News","nbcnews.com","""Jay North, known for defining the image of a postwar American child as a trouble magnet on television's """"Dennis the Menace,"""" died Sunday. He was 73.""","2025-04-07T06:31:04Z"
"anagha00@umd.edu","4fe4b31a-72e4-5850-a122-b0f3207b36b8","New Post","NBC News","nbcnews.com","BREAKING: Defense Department Inspector General to investigate Secretary Hegseth's role in Signal group chat.","2025-04-03T18:46:28Z"
"anagha00@umd.edu","4ff69238-0e11-5c2c-a776-f0395ea1d03d","New Post","Pop Base","popbase.tv","""5 years ago today, Chappell Roan released ‘Pink Pony Club.’""","2025-04-03T05:33:42.487Z"
"anagha00@umd.edu","5096b906-5b26-53b7-ba13-a0bda490d34b","New Post","Quite Interesting","qi.com","""The only rational patriotism is loyalty to the nation all the time, loyalty to the government when it deserves it. MARK TWAIN""","2025-04-08T09:09:26.366Z"
"anagha00@umd.edu","50a55e80-e46e-5a1f-99e2-688a94daa4e0","New Post","NBC News","nbcnews.com","CBP One was a cornerstone of the Biden administration’s strategy to create and expand legal pathways to enter the United States in an attempt to discourage illegal border crossings.","2025-04-08T15:45:09Z"
"anagha00@umd.edu","51a99bcb-6089-5169-bd2e-919f2b3caeee","New Post","Quite Interesting","qi.com","""In 2018, garbage collectors in Turkey started a library of discarded books - rather than putting books in landfills, they retrieve them and add them to the collection.""","2025-04-07T09:36:24.198Z"
"anagha00@umd.edu","51d103e2-cb82-5023-bfb4-d9060cf19781","New Post","NBC News","nbcnews.com","""Getting vaccinated against shingles not only lowers the risk of infection, but may also offer some protection against dementia, a new study suggests.""","2025-04-05T01:15:05Z"
"anagha00@umd.edu","523d18a8-bdd5-53f6-8d0b-b2e8e2bb3212","New Post","NBC News","nbcnews.com","""Europe’s defense giants are leading losses from Trump’s tariffs after shares in European defense companies plunged Monday morning. ""","2025-04-07T13:00:51Z"
"anagha00@umd.edu","531733b1-aa9b-526a-bcba-66a005c79f2a","New Post","NBC News","nbcnews.com","""A heap of intertwined skeletal remains in a mass grave dating to the 1st-century Roman Empire, likely the bodies of warriors in a battle involving Germanic tribes, has been unearthed in Austria's capital Vienna. ""","2025-04-03T09:15:29Z"
"anagha00@umd.edu","54a3fe1f-f69e-5574-9c51-19dd92aad647","New Post","NBC News","nbcnews.com","""Indiana University parted ways with a longtime athletic trainer after 44 seasons, the man's attorney says.""","2025-04-05T09:00:07Z"
"anagha00@umd.edu","56a37441-7e92-5f6c-a27d-e4bc825dc8c5","New Post","NBC News","nbcnews.com","BREAKING: Trump administration asks Supreme Court to block a judge's order requiring a Maryland man who was accidentally deported to a high-security prison in El Salvador to return to the U.S.","2025-04-07T15:55:24Z"
"anagha00@umd.edu","56caa814-1745-5434-8f12-71fd9bc16b9d","New Post","NBC News","nbcnews.com","""Police in Tifton, Georgia, arrested Selena Maria Chandler-Scott after her miscarriage for allegedly leaving the fetal remains in a dumpster. Her arrest raises questions about the growing criminalization of pregnancy, experts say.""","2025-04-05T13:30:07Z"
"anagha00@umd.edu","57bff055-3f3a-5291-9289-2e1a6d6d8c2e","New Post","NBC News","nbcnews.com","""President Trump has proposed sweeping tariffs targeting U.S. trading partners, including a 10% across-the-board baseline tariff that went into effect Saturday.\n\nIn response, investors have initiated a massive stock sell-off.""","2025-04-07T20:30:07Z"
"anagha00@umd.edu","57f849b4-693f-5d72-8cde-a440aa7aa51d","New Post","Pop Base","popbase.tv","Russell Brand has been charged with rape and other sexual offence charges.","2025-04-04T13:13:01.370Z"
"anagha00@umd.edu","58536129-d859-599d-8823-136ccd25158a","Reposted by @emrazz.bsky.social","Carl Zimmer","carlzimmer.com","“Kennedy’s team requested that Marks turn over data on cases of brain swelling and deaths caused by the measles vaccine—data that Marks said doesn’t exist because there have been no such confirmed cases in the U.S.” www.wsj.com/health/healt...","2025-04-04T19:42:16.466Z"
"anagha00@umd.edu","5889bd73-9382-5aa4-9d74-191a3fb10b9f","New Post","NBC News","nbcnews.com","""Two U.S. senators introduced a bill Tuesday that aims to minimize damage to homes and communities from floods, wildfires and other natural disasters through a federal tax credit. ""","2025-04-08T11:08:05Z"
"anagha00@umd.edu","596e724c-299c-5513-8254-0a76443ae429","New Post","NBC News","nbcnews.com","""Nintendo will not take preorders for its new game console next week as it evaluates the impact of President Trump's new tariffs, the company says.""","2025-04-04T17:30:07Z"
"anagha00@umd.edu","5975d43d-fa99-5014-8787-43ba13b1dda7","New Post","BBC Newsnight","bbcnewsnight.bsky.social","""“77 million Americans have spoken.”\n \nFollowing President's Trump’s announcement, Dr Sebastian Gorka - Deputy Assistant to Donald Trump – calls Trump's tariffs a “reset”.\n \n#Newsnight""","2025-04-03T11:23:19.819Z"
"anagha00@umd.edu","59a2250d-3d7b-5d1c-b798-d82d10229271","New Post","NBC News","nbcnews.com","""Pope Francis made his first public appearance since being discharged from the hospital two weeks ago, entering St. Peter's Square at the Vatican in a wheelchair as part of a Jubilee Mass for the Sick.""","2025-04-06T16:15:05Z"
"anagha00@umd.edu","5a0445d5-b6a3-5a89-ab6c-da14d20e634b","Reposted by @nbcnews.com","Julie Tsirkin","newsjul.bsky.social","""The latest on proxy voting for new parents...\n\nSpeaker Johnson posted this morning that he spoke to Trump (they spoke yesterday and today, per source) and Trump is deferring to him on House procedure.\n\n""""Mike, you have my proxy on proxy voting"""" is what Johnson said Trump told him.""","2025-04-04T19:10:29.474Z"
"anagha00@umd.edu","5a1abff4-916b-5317-9e0f-caa746cbfe10","New Post","NBC News","nbcnews.com","""Prince Harry is in court appealing the British government’s decision to ax his publicly-funded security detail. ""","2025-04-08T11:16:30Z"
"anagha00@umd.edu","5a2fea0a-c3ab-552e-98d5-8a2ed19b3a29","New Post","NBC News","nbcnews.com","President Trump claims the escalating trade war will return manufacturing to the U.S.\n\nBut data and economists suggest America's economy isn't ready for a wholesale shift to manufacturing and that it would take years to reskill a labor force and rebuild the necessary infrastructure.","2025-04-04T21:30:06Z"
"anagha00@umd.edu","5ad47493-b9b2-5c1a-991e-3d68fa2457c8","Reposted by @emrazz.bsky.social","WuTangIsForTheChildren","wutangforchildren.bsky.social","Massive crowd at Boston’s city hall plaza for the #HandsOff protest against Trump and Musk","2025-04-05T18:01:56.889Z"
"anagha00@umd.edu","5b642e03-8fc2-57a3-8218-bc5dcc2da0fa","New Post","NBC News","nbcnews.com","""“I couldn’t see my two colleagues in the ambulance,” a surviving paramedic told NBC News, “but I heard their final breaths as they died.”""","2025-04-05T22:30:07Z"
"anagha00@umd.edu","5b9dc61d-4a80-5b2c-a44c-d4d27598a8ab","New Post","NBC News","nbcnews.com","Thousands of supporters gather in Paris for what was billed as a protest — but observers say it had all the markings of a campaign rally.","2025-04-06T17:45:05Z"
"anagha00@umd.edu","5c1e69c2-9623-547b-9b34-c8db04bfbefa","New Post","NBC News","nbcnews.com","A Boston-area hospital is investigating after five nurses who have worked on the same floor have developed brain tumors.","2025-04-05T16:15:05Z"
"anagha00@umd.edu","5c5ff07a-7c3f-528e-a184-f40377f42c26","New Post","NBC News","nbcnews.com","Stanford University is the latest California school to report several active students and alumni have had their visas revoked as part of a sweeping crackdown by the Trump administration.","2025-04-06T19:00:09Z"
"anagha00@umd.edu","5c738beb-0374-5a95-8612-50ecd6dba9c4","New Post","NBC News","nbcnews.com","""Badar Khan Suri, a Georgetown University professor who was arrested and targeted for deportation by the Trump administration last month, was most concerned for his students after he was detained, according to members of the school community.""","2025-04-05T13:00:06Z"
"anagha00@umd.edu","5c8d9321-2f47-50ac-b3a9-c8fcf2150d62","New Post","NBC News","nbcnews.com","""The Tate brothers, who recently traveled to the United States while facing human trafficking and sex related charges in their home country of Romania, may now be under federal criminal investigation in the U.S., according to a new civil lawsuit filing.""","2025-04-08T02:45:05Z"
"anagha00@umd.edu","5dcc5c27-6cc9-5b2b-8bd3-cc68a97ddf53","New Post","NBC News","nbcnews.com","""'The White Lotus' creator Mike White isn't holding back when asked about an alleged feud with composer Cristóbal Tapia de Veer, calling Tapia de Veer's decision to speak to the media days before the show's season finale """"a b---- move.""""""","2025-04-08T21:00:10Z"
"anagha00@umd.edu","5f4ad930-0477-57bf-8bff-25fcf98d8ab6","New Post","feminist next door","emrazz.bsky.social","""The unwillingness to help the public understand the devastation being wrought here is exactly why he continues to be successful doing absolutely insane, destructive things, blatantly lying about it, and no one does anything about it.""","2025-04-08T02:22:19.937Z"
"anagha00@umd.edu","5f523e56-819a-570f-9ba3-0570e75c8834","New Post","""Science Friday ""","scifri.bsky.social","""Today on the podcast, an allergy expert joins us to discuss a new study that found that small amounts of store-bought peanut butter can boost tolerance in some kids with peanut allergies. We also take listener questions. \n\nListen here 🎧:  pod.link/73329284/epi...""","2025-04-07T20:44:01.470Z"
"anagha00@umd.edu","5f80ab1a-d421-564c-aed2-e7e274d93bdf","New Post","NBC News","nbcnews.com","Federal prosecutors in New York add two charges of sex trafficking and transportation to engage in prostitution to their indictment against Sean “Diddy” Combs.","2025-04-06T18:45:05Z"
"anagha00@umd.edu","5fbad62b-598d-5fdd-b9a7-c18c0986c471","New Post","NBC News","nbcnews.com","Ukraine’s President Zelenskyy confirmed for the first time on Monday that Ukrainian troops have been active in Russia’s Belgorod region as they seek to protect Ukrainian towns near the border.","2025-04-08T11:33:05Z"
"anagha00@umd.edu","60c0498c-3f7f-51b1-bdc2-1d3732ceefde","New Post","NBC News","nbcnews.com","""Denis Arndt, Tony-nominated star of ‘Heisenberg’ and veteran of David E. Kelley TV shows, has died at age 86.""","2025-04-08T03:00:08Z"
"anagha00@umd.edu","610e882f-2e9c-58ae-8ee5-1f290dcb8ae9","Reposted by @emrazz.bsky.social","Marisa Kabas","marisakabas.bsky.social","www.cjr.org/laurels-and-...","2025-04-04T14:56:55.141Z"
"anagha00@umd.edu","623d1fa3-2a58-5533-a0b0-f6fcc9b1c44d","Reposted by @emrazz.bsky.social","Todd Gothberg","tmg64.bsky.social","LFG Asheville! We will not be silenced #HandsOff 🇺🇸","2025-04-05T15:21:53.024Z"
